alterimagetext,date,description,domainname,imagepath,label,link,tags,title
China-Linked Flax Typhoon Cyber Espionage Targets Taiwan's Key Sectors,"Aug 25, 2023"," A nation-state activity group originating from China has been linked to cyber attacks on dozens of organizations in Taiwan as part of a suspected espionage campaign. The Microsoft Threat Intelligence team is tracking the activity under the name  Flax Typhoon , which is also known as Ethereal Panda. ""Flax Typhoon gains and maintains long-term access to Taiwanese organizations' networks with minimal use of malware, relying on tools built into the operating system, along with some normally benign software to quietly remain in these networks,"" the company  said . It further said it hasn't observed the group weaponize the access to conduct data-collection and exfiltration. A majority of the targets include government agencies, educational institutions, critical manufacturing, and information technology organizations in Taiwan. A smaller number of victims have also been detected in Southeast Asia, North America, and Africa. The group is suspected to have been active si",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhE8SwyldZw2XQ-eC-9FBFTliDcs2KXGTySOjWS-QjMD3ZNHg7ITdVFTbJxOPmCczBHE7GOnOV-6P4tr7n98xClLQkJW9qE-bh8jD6Gj9qbwV2O7u0wK-7IZ9IRIalKNHi3xoH0MAkLS4CxLzsuDNw24IqREMV61bEB8N7alomU5c-QMluyl-WZgEV8pT80/s728-rw-e365/china.jpg,"
,
,
",https://thehackernews.com/2023/08/china-linked-flax-typhoon-cyber.html,Cyber Espionage,China-Linked Flax Typhoon Cyber Espionage Targets Taiwan's Key Sectors
How Nation-State Actors Target Your Business: New Research Exposes Major SaaS Vulnerabilities ,"Feb 15, 2024"," With many of the highly publicized 2023 cyber attacks revolving around one or more SaaS applications, SaaS has become a cause for genuine concern in many boardroom discussions. More so than ever, considering that GenAI applications are, in fact, SaaS applications. Wing Security (Wing), a SaaS security company, conducted an analysis of 493 SaaS-using companies in Q4 of 2023.  Their study reveals  how companies use SaaS today, and the wide variety of threats that result from that usage. This unique analysis provides rare and important insights into the breadth and depth of SaaS-related risks, but also provides practical tips to mitigate them and ensure SaaS can be widely used without compromising security posture.  The TL;DR Version Of SaaS Security 2023 brought some now infamous examples of malicious players leveraging or directly targeting SaaS, including the North Korean group UNC4899, 0ktapus ransomware group, and Russian Midnight Blizzard APT, which targeted well-known organizat",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhCb3lbR5kKaNE9_BRADHrZqnNzA8MYLNnIDfJ8esB94HKtdiQsqC0exNVk5hWYeLbeUYgQyjqJoIshnKImmBKXjjSU_QWjoQnFtll_ge1xVfpf-nAl_f15ERLDetjxzj__ejnde7ebtIh3E27BN3Xm5UTrexnvX5p7oL_dT8oq25Pl5jwRT1UqeQb4VO8/s728-rw-e365/wing.jpg,,https://thehackernews.com/2024/02/how-nation-state-actors-target-your.html,SaaS Security / Risk Management,How Nation-State Actors Target Your Business: New Research Exposes Major SaaS Vulnerabilities 
Urgent FBI Warning: Barracuda Email Gateways Vulnerable Despite Recent Patches,"Aug 25, 2023"," The U.S. Federal Bureau of Investigation (FBI) is warning that Barracuda Networks Email Security Gateway (ESG) appliances patched against a recently disclosed critical flaw continue to be at risk of potential compromise from suspected Chinese hacking groups. It also  deemed  the fixes as ""ineffective"" and that it ""continues to observe active intrusions and considers all affected Barracuda ESG appliances to be compromised and vulnerable to this exploit."" Tracked as  CVE-2023-2868  (CVSS score: 9.8), the zero-day bug is said to have been weaponized as early as October 2022, more than seven months before the security hole was plugged. Google-owned Mandiant is tracking the China-nexus activity cluster under the name  UNC4841 . The remote command injection vulnerability, impacting versions 5.1.3.001 through 9.2.0.006, allows for unauthorized execution of system commands with administrator privileges on the ESG product. In the attacks observed so far, a successful b",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi-VI7LvSLQl3uNwMGslY-_7g4unVqC0C0ihtKiRQ7ki5soaOKAuSE5648ty8_BG5LAijFM_j3P3vv0GKI4sA1zkVpUV8hqtk1_QAfn8acAv04zipqBCuCDy2GZiTpL0OdN0fiRjLxm3kmjxNc8zWPJAeMkqBgvliUuhLme4bMHHOi3BfEz4feX1VtgrRlc/s728-rw-e365/zero-day.jpg,"
,
,
",https://thehackernews.com/2023/08/urgent-fbi-warning-barracuda-email.html,Email Security / Vulnerability,Urgent FBI Warning: Barracuda Email Gateways Vulnerable Despite Recent Patches
Lazarus Group Exploits Critical Zoho ManageEngine Flaw to Deploy Stealthy QuiteRAT Malware,"Aug 24, 2023"," The North Korea-linked threat actor known as Lazarus Group has been observed exploiting a now-patched critical security flaw impacting Zoho ManageEngine ServiceDesk Plus to distribute a remote access trojan called such as  QuiteRAT . Targets include internet backbone infrastructure and healthcare entities in Europe and the U.S., cybersecurity company Cisco Talos said in a  two-part   analysis  published today. What's more, a closer examination of the adversary's recycled attack infrastructure used in its cyber assaults on enterprises has led to the discovery of a new threat dubbed  CollectionRAT . The fact that the Lazarus Group continues to rely on the same tradecraft despite those components being well-documented over the years underscores the threat actor's confidence in their operations, Talos pointed out. QuiteRAT is said to be a successor to  MagicRAT , itself a follow-up to TigerRAT, while CollectionRAT appears to share overlaps with  EarlyRAT  (aka  Jupiter ), ",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiMsNxFKmLLYyeplhlydJwPSAJbLOvrnpGSSEncOiAfmIkRRb2s2hUj09SfFNU_fKjNHvaaCXgrL4utJh2oEc_kt90y9gj94B8nQBtzincAW4VrGDiy3qT07dpqDZXz7Atri6k4YKEgkQdxb8yaZ0EOsLQiezWSYVZ2kShXuvrAgWUjznPTfEnqBDrWFW9n/s728-rw-e365/talos.jpg,"
,
,
",https://thehackernews.com/2023/08/lazarus-group-exploits-critical-zoho.html,Cyber Attack / Hacking,Lazarus Group Exploits Critical Zoho ManageEngine Flaw to Deploy Stealthy QuiteRAT Malware
"New Telegram Bot ""Telekopye"" Powering Large-scale Phishing Scams from Russia","Aug 24, 2023"," A new financially motivated operation is leveraging a malicious Telegram bot to help threat actors scam their victims. Dubbed  Telekopye , a portmanteau of Telegram and kopye (meaning ""spear"" in Russian), the toolkit functions as an  automated means  to create a phishing web page from a premade template and send the URL to potential victims, codenamed Mammoths by the criminals. ""This toolkit is implemented as a Telegram bot that, when activated, provides several easy-to-navigate menus in the form of clickable buttons that can accommodate many scammers at once,"" ESET researcher Radek Jizba  said  in a report shared with The Hacker News. The exact origins of the threat actors, dubbed Neanderthals, are unclear, but evidence points to Russia as the country of origin of the toolkit's authors and users, owing to the use of Russian SMS templates and the fact that a majority of the targeted online marketplaces are popular in the country. Multiple versions of Teleko",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiCyyDyjmMW8RYT0Mmr93LQZ-xQptldpzX4WJCeVH-m-fHQ7uGUH33mKFgutUojEx3UrgzAuygc1q0N1cbnl6f_wtub20wzqnuHzo1yFpqkdCK4ke5hHyzyIrkY5D8Xjp3ymobNoVlSzJ0KA23R3vxw6AykscRypVecBci4Kun8Iv5X-4srN-JWt7fmsNX5/s728-rw-e365/telegram.jpg,"
,
,
",https://thehackernews.com/2023/08/new-telegram-bot-telekopye-powering.html,Cyber Threat / Phishing,"New Telegram Bot ""Telekopye"" Powering Large-scale Phishing Scams from Russia"
The Hidden Dangers of Public Wi-Fi,"Aug 24, 2023"," Public Wi-Fi, which has long since become the norm, poses threats to not only individual users but also businesses. With the rise of remote work, people can now work from virtually anywhere: a cafe close to home, a hotel in a different city, or even while waiting for a plane at the airport. Next, let's explore the risks of connecting to public Wi-Fi, both for you personally and for businesses. According to the  Forbes Advisor  the majority of people (56%) connect to public Wi-Fi networks that don't require a password. This convenience comes at a price, and many are unaware that attackers can steal card details, passwords, and other sensitive information. Man-in-the-Middle (MITM) Attacks:  This is one of the most common threats on public Wi-Fi. In an MITM attack, the hacker secretly intercepts and possibly alters the communication between two parties. The user believes they are directly communicating with a website, email server, or another user, but the hacker is relaying t",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEij4pRhxJeoidpMQXjXni4wJoK9x8-O786QOoqaMof-64RHYJ_Izygx4YPjVBUX4j1C8NyRrlHnE3EehMiDog5E5ZRPtZMSadwH6pBGClKuva-cxWQpxMFLN7ygpeOVMVB-SUw7oEWKlpIButteApbkw5dEwZ6ev1y6eVpF3lqHGoXMKOFpYiD7eD8GfV4/s728-rw-e365/wifi.jpg,"
,
,
",https://thehackernews.com/2023/08/the-hidden-dangers-of-public-wi-fi.html,Network Security / DNS,The Hidden Dangers of Public Wi-Fi
"New ""Whiffy Recon"" Malware Triangulates Infected Device Location via Wi-Fi Every Minute","Aug 24, 2023"," The SmokeLoader malware is being used to deliver a new Wi-Fi scanning malware strain called  Whiffy Recon  on compromised Windows machines. ""The new malware strain has only one operation. Every 60 seconds it triangulates the infected systems' positions by scanning nearby Wi-Fi access points as a data point for Google's geolocation API,"" Secureworks Counter Threat Unit (CTU)  said  in a statement shared with The Hacker News. ""The location returned by Google's  Geolocation API  is then sent back to the adversary."" SmokeLoader , as the name implies, is a loader malware whose sole purpose is to drop additional payloads onto a host. Since 2014, the malware has been  offered for sale  to Russian-based threat actors. It's traditionally distributed via phishing emails. Whiffy Recon works by checking for the WLAN AutoConfig service (WLANSVC) on the infected system and terminating itself if the service name doesn't exist. It's worth noting that th",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgB_GDyQS9B3WAMirYb1ZMOONZxAjv4Zg4H1rY9N7rvdmrUk7pcWdp3_WY1pCM9BD25wEVKBWPhZ0D7awdjm9zrI9Kxk5bR2-NBDhI3H8xJNfJ1oNzmIMcgHa_t3A5XUJ0KJZn7Mu_FpZ6H0Q4abj2rI4J0OxKB8hZcRLnJIo1pvOjXkHqye0FWJ8cDyzYR/s728-rw-e365/wifi-location.jpg,"
,
,
",https://thehackernews.com/2023/08/new-whiffy-recon-malware-triangulates.html,Malware / Privacy,"New ""Whiffy Recon"" Malware Triangulates Infected Device Location via Wi-Fi Every Minute"
WinRAR Security Flaw Exploited in Zero-Day Attacks to Target Traders,"Aug 24, 2023"," A recently patched security flaw in the popular WinRAR archiving software has been exploited as a zero-day since April 2023, new findings from Group-IB reveal. The vulnerability, cataloged as  CVE-2023-38831 , allows threat actors to spoof file extensions, thereby making it possible to launch malicious scripts contained within an archive that masquerades as seemingly innocuous image or text files. It was addressed in  version 6.23  released on August 2, 2023, alongside CVE-2023-40477. In attacks discovered by the Singapore-based firm in July 2023, specially crafted ZIP or RAR archive files distributed via trading-related forums such as Forex Station have been used to deliver a variety of malware families such as DarkMe,  GuLoader , and  Remcos RAT . ""After infecting devices, the cybercriminals withdraw money from broker accounts,"" Group-IB malware analyst Andrey Polovinkin  said , adding as many as 130 traders' devices have been compromised as part of the campaign. T",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgVJnfjhGMAf7aScT-UT1Kz2cZlZwyQtguVxXiKUi__37ivmztfdmi7g9UqDuoEVUPpVMzb9dBpVDD_J3rCLtPRMumahIduOnllpZm4FWSi3kPLgg4fA07odGWMMf4NKkLicZjPkATQVeDq5VPIi3Uu9CF1OI-92CJXCN3T4OZulTuMzG2dEx7LX6EmsL31/s728-rw-e365/winrar.jpg,"
,
,
",https://thehackernews.com/2023/08/winrar-security-flaw-exploited-in-zero.html,Endpoint Security / Zero-Day,WinRAR Security Flaw Exploited in Zero-Day Attacks to Target Traders
Thousands of Unpatched Openfire XMPP Servers Still Exposed to High-Severity Flaw,"Aug 24, 2023"," Thousands of  Openfire XMPP servers  are unpatched against a recently disclosed high-severity flaw and are susceptible to a new exploit, according to a  new report  from VulnCheck. Tracked as  CVE-2023-32315  (CVSS score: 7.5), the vulnerability relates to a path traversal vulnerability in Openfire's administrative console that could permit an unauthenticated attacker to access otherwise restricted pages reserved for privileged users. It affects all versions of the software released since April 2015, starting with version 3.10.0. It was remediated by its developer, Ignite Realtime, earlier this May with the release of versions 4.6.8, 4.7.5, and 4.8.0. ""Path traversal protections were already in place to protect against exactly this kind of attack, but didn't defend against certain non-standard URL encoding for UTF-16 characters that were not supported by the embedded web server that was in use at the time,"" the maintainers  said  in a detailed advisory. ""A ",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiC2Mr383zPWnhfU05QaI8Ubb2FSyeIW8_ES7H05EIQ14OF-lBqEDTxcR8hU0NILWXgwAdzzJ4MLHxqkS7IFZpQGx1phYvGtM4b1UKXvQvJ9ilEQ0K88qe2jUm8Xu1O3h3H4QeSLSBLbGWKerOEwidXGE1i0ahoTLDK5GsqiOjoHWAbpMEVGeLWjfA-bD4S/s728-rw-e365/openfire.jpg,"
,
,
",https://thehackernews.com/2023/08/thousands-of-unpatched-openfire-xmpp.html,Cyber Attack / Vulnerability,Thousands of Unpatched Openfire XMPP Servers Still Exposed to High-Severity Flaw
Tornado Cash Founders Charged in Billion-Dollar Crypto Laundering Scandal,"Aug 24, 2023"," The U.S. Justice Department (DoJ) on Wednesday  unsealed an indictment  against two founders of the now-sanctioned Tornado Cash cryptocurrency mixer service, charging them with laundering more than $1 billion in criminal proceeds. Both the individuals, Roman Storm and Roman Semenov, have been charged with conspiracy to commit money laundering, conspiracy to commit sanctions violations, and conspiracy to operate an unlicensed money-transmitting business. Storm, 34, is said to have been arrested in the U.S. state of Washington. Semenov, 35, remains at large in Dubai. They are alleged to have ""made millions of dollars in profits"" from promoting and operating the service. Tornado Cash is estimated to have processed upwards of $7 billion worth of crypto assets over a period of three years. In a related move, the U.S. Treasury Department's Office of Foreign Assets Control (OFAC) sanctioned  Semenov and  eight cryptocurrency addresses  connected to him, days after a U.S. cou",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhWAv8pMlOggSJeacMBfEltA5WefW0_pfWDfVJ9f-4gWynKQkcayV9XxzWSBxHb0-G66tYC2wfgs8tLiHP3314BCmBWNXWGkZri9r3d2oKVGOhv3NLeKaiSjWBOJitpN6oEMHbf1lWQDIfW7yZ_nap2S49myEBcd1lfW2uwUG-PeqGzWIcMRXQG2CyDnOlj/s728-rw-e365/tornado-cash.jpg,"
,
,
",https://thehackernews.com/2023/08/tornado-cash-founders-charged-in.html,Cyber Crime / Cryptocurrency,Tornado Cash Founders Charged in Billion-Dollar Crypto Laundering Scandal
